lat;lng;name;portsCount;portsComment
48.589583;22.974658;TOKA #361 Kryshtaleve Dzherelo (Кришталеве джерело, с. Солочин, Закарпатська обл.);3;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.737377;31.505335;TOKA #362 Knyazha Hora (м. Канів, вул. Дніпровська ,1);2;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
49.808845;24.061834;TOKA #363 Viking (м. Львів, вул. Зелена, буд. 151);2;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
49.808797;24.061729;TOKA #364 Viking (м. Львів, вул. Зелена, буд. 151);2;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
49.808825;24.061834;TOKA #365 Viking (м. Львів, вул. Зелена, буд. 151);2;\n        \n         Type 1 - невідомий - 12.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡
49.808909;24.061851;TOKA #366 Viking (м. Львів, вул. Зелена, буд. 151);2;\n        \n         Type 1 - невідомий - 12.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡
50.529455;30.601637;TOKA #985 EKO-market (м. Київ, вул. Радунська 40);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.44227;30.633238;FASTER #369 Prague  (м Київ, вул. Володимира Сосюри, ​​6);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.495975;30.567831;TOKA #971 OKKO Gas Station Fast Charger (м. Київ, просп. Романа Шухевича, 5);2;\n        \n         CCS 2 - невідомий - 15.99 ₴/⚡ CHAdeMO - невідомий - 15.99 ₴/⚡
50.510883;30.49187;FASTER #371 EKO-market (м Київ, вул. Маршала Тимошенко, 13/1);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.456886;30.52154;TOKA #372 MZS (м. Київ, Михайлівська площа, 1);2;\n        \n         Type 2 - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
48.059008;23.347366;TOKA #373 Hotel Apartel (с. Шаян, вул. Центральна, 11);2;\n        \n         Type 2 Plug - невідомий - 12.99 ₴/⚡ Type 1 - невідомий - 12.99 ₴/⚡
50.479516;30.446068;FASTER #374 EKO-market (м. Київ, вул. Ольжича, 14);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.502891;30.591908;TOKA #986 EKO-market (м. Київ, вул. Маяковського, 17);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.456851;30.521548;TOKA #376 MZS (м. Київ, Михайлівська площа, 1);2;\n        \n         Type 2 - зайнятий - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
46.955192;32.024981;TOKA #378 Electrim-2000 (м. Миколаїв, вул. 7-а Слобідська, 70/8);1;\n        \n         Type 2 - вільний - 13.99 ₴/⚡
50.445463;30.543782;TOKA #380 Summit (м. Київ, вул. Михайла Грушевського, 9-А);3;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡
50.406227;30.535417;TOKA #382 Ilta (м. Київ, Залізничне шосе, 6);3;\n        \n         Type 2 Plug - невідомий - 0.00 ₴/⚡ Type 2 Plug - невідомий - 0.00 ₴/⚡ Type 1 - невідомий - 0.00 ₴/⚡
50.445428;30.543857;TOKA #384  (м. Київ, вул. Михайла Грушевського, 9-А);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.222898;30.646262;TOKA #386 Queen Country Club (Обухівське шосе, 55, смт. Козин, Київська обл.);2;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
48.625031;22.276499;TOKA #392 Maximus (м. Ужгород, вул. Гленца 1);3;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
46.437123;30.761579;TOKA #393 Elegiya Park (м. Одеса, пров. Курортний, 1);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
50.575197;30.541189;TOKA #394 Private station ();1;\n        \n         Type 2 - невідомий - 100.00 ₴/⚡
50.427573;30.675808;TOKA #395 Elmiz Fast Charger (м. Київ, вул. Бориспільська, 9);2;\n        \n         CHAdeMO - невідомий - 13.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡
50.42464;30.52121;TOKA #477 Predslavynska 25 (м. Київ, вул. Предславинська, 25);1;\n        \n         Type 2/Type 1 - вільний - 13.99 ₴/⚡
50.42749;30.675812;TOKA #402 Elmiz (м. Київ, вул. Бориспільська, 9);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.457345;30.650538;FASTER #403 DA! Apartment  (м. Київ, вул Червоноткацька 93);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
48.442089;35.013034;TOKA #405 Chayka (м. Дніпро, вул. Нахімова, 53);2;\n        \n         Type 2 Plug - вільний - 10.99 ₴/⚡ Type 1 - вільний - 10.99 ₴/⚡
50.445212;30.504936;TOKA #406 Hilton (м. Київ, вул. Тараса Шевченка, 30);2;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
50.394941;30.6012;FASTER #407 Zarichna (м. Київ, вул. Зарічна, 1);3;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡
50.49048;30.467652;FASTER #408 Kurenivska (вул. Куренівська 5/7, м. Київ);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
49.074759;33.40594;TOKA #2008 SEM UKRAINA Fast Charger (Полтавська обл., м. Кременчук, вул. Небесної Сотні, 66-Г);4;\n        \n         CHAdeMO - вільний - 14.50 ₴/⚡ CCS 2/CCS 1 - вільний - 14.50 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
48.449915;35.07467;TOKA #417 Volkswagen Autocenter-Ukraine (м. Дніпро, вул. Набережна Перемоги, 22);3;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.433697;30.41426;TOKA #418 ISIDA (м. Київ, вул. Вацлава Гавела, 65);2;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.566342;30.197476;TOKA #420 Private station (м. Буча, вул.  Богдана Ступки, 43a);1;\n        \n         GB/T AC - невідомий - 0.00 ₴/⚡
50.40871;30.380527;ТОКА #1171 Porsche Inter Auto Ukraine (Київська обл., с. Софіївська Борщагівка, вул..Вишнева, 1 А);3;\n        \n         CCS 2 - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
48.401275;35.037803;TOKA #427 Hyundai (м. Дніпро, Запорізьке шосе,  59);2;\n        \n         Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
49.20871;23.253036;ТОКА #430 Osonnya (с. Коротище, вул.. Івана Франка, буд. 42/А);2;\n        \n         Type 2 - невідомий - 12.99 ₴/⚡ Type 1 - невідомий - 12.99 ₴/⚡
49.208738;23.252993;ТОКА #431 Osonnya (с. Коротище, вул.. Івана Франка, буд. 42/А);3;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.358227;28.625517;TOKA #432 Park-Hotel Chudodievo (с. Вишпіль, вул. Лісова, буд. 47);2;\n        \n         Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.817904;24.135612;TOKA #433 Galaktika (м. Винники вул. Миколайчука, 1);3;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
49.817814;24.136024;TOKA #434 Galaktika (м. Винники вул. Миколайчука, 1);3;\n        \n         Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
48.363972;24.418291;TOKA #1045 Hotel Twins By GreenLife (ділянка Щівки, Поляниця);2;\n        \n         Type 2 Plug - зайнятий - 15.99 ₴/⚡ GB/T AC - вільний - 15.99 ₴/⚡
50.351812;30.49404;TOKA #1032 MHP (м. Київ, вул. Академіка Заболотного, 158);2;\n        \n         Type 2 - вільний - 8.99 ₴/⚡ Type 2 Plug - вільний - 8.99 ₴/⚡
50.400565;30.652699;TOKA #1001 Clever Fast Charger (м. Київ, пр-т. Бажана, 40);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
48.164667;23.297085;TOKA #444 Hotel Fokus (м. Хуст, вул. Івана Франка, 69);2;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 2 - вільний - 13.99 ₴/⚡
50.411295;30.625628;TOKA #1002 NOVUS Fast Charger (м. Київ, пр-т. Петра Григоренка, 18);4;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
48.539134;25.00459;TOKA #447 OKKO Gas Station (вул. Карпатська, 142-Б, Коломия, Івано-Франківська обл.);2;\n        \n         Type 2 - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
50.370401;30.445033;TOKA #449 Respublika 2 (м. Київ, бульвар Тадея Рильського, 4);3;\n        \n         Type 2 Plug - невідомий - 12.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡ Type 1 - невідомий - 12.99 ₴/⚡
49.8126;24.1136;TOKA #466 EMILY RESORT (вулиця Хмельницького, 9б, Винники, Львівська область, Украина);4;\n        \n         CHAdeMO - відключений - 16.99 ₴/⚡ CCS 2/CCS 1 - вільний - 16.99 ₴/⚡ Type 2 Plug - зайнятий - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
49.812554;24.118669;TOKA #470 EMILY RESORT (вулиця Хмельницького, 9б, Винники, Львівська область, Украина);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
49.798953;24.016997;TOKA #471 Dragon Park Lviv (м. Львів, вул. Стрийська, 202);2;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 2 Plug - зайнятий - 13.99 ₴/⚡
49.798965;24.017001;TOKA #472 Dragon Park Lviv (м. Львів, вул. Стрийська, 202);2;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
49.8166;24.1143;TOKA #459 EMILY RESORT (вулиця Хмельницького, 9б, Винники, Львівська область, Украина);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡
49.8165;24.1144;TOKA #460 EMILY RESORT (вулиця Хмельницького, 9б, Винники, Львівська область, Украина);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
49.812875;24.11825;TOKA #469 EMILY RESORT (вулиця Хмельницького, 9б, Винники, Львівська область, Украина);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.412185;30.544295;TOKA #473 Lypky (Lypky);2;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
49.719079;23.903421;TOKA #474 Shaiba Charging Station (вул. Михайла Грушевського, 21, Пустомити, Львівська обл.);2;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
50.514214;30.498621;TOKA #1011 DREAM berry Fast Charger (м. Київ, Оболонський просп., 21-б);4;\n        \n         CHAdeMO - вільний - 17.99 ₴/⚡ CCS 2 - вільний - 17.99 ₴/⚡ Type 2 Plug - вільний - 15.99 ₴/⚡ Type 1 - вільний - 15.99 ₴/⚡
50.450452;30.50929;TOKA #476 Home Station (Івана Франка, 4Б);2;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡
50.418062;30.54636;TOKA# 396 TRUMP Charging Station (м. Київ, б-р. Миколи Міхновського (Дружби Народів), 32);2;\n        \n         Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.458347;30.407464;TOKA #478 Skoda (проспект Перемоги, 67, Київ);2;\n        \n         Type 2 - вільний - 0.00 ₴/⚡ Type 2 - вільний - 0.00 ₴/⚡
50.412734;30.544679;TOKA #480 Lypky (Lypky);3;\n        \n         Type 2 - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
50.410935;30.544541;TOKA #479 Lypky (Lypky);5;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 - вільний - 8.88 ₴/⚡
50.400558;30.505804;TOKA# 481 Demiivska-Buyko City Station (м. Київ, вул. Професора Буйка, 29);3;\n        \n         Type 1 - вільний - 13.99 ₴/⚡ Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.41314;30.651477;TOKA #979 NEW WAY  (м. Київ, вул. Архитектора Вербицького, 1);3;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
48.678425;26.583894;TOKA #485 Miska Rada (м. Кам'янець-Подільський, вул. Лесі Українки, 32);1;\n        \n         Type 2 Plug - вільний - 14.99 ₴/⚡
50.409417;30.544565;TOKA #486 Lypky (Lypky);4;\n        \n         Type 2 - вільний - 8.88 ₴/⚡ Type 2 Plug - зайнятий - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
46.438146;30.730743;ТОКА #489 Admiralskiy (м. Одеса, Адміральський проспект, 34А);1;\n        \n         Type 1 - вільний - 15.99 ₴/⚡
50.410497;30.545681;TOKA #487 Lypky (Lypky);6;\n        \n         Type 2 - зайнятий - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - зайнятий - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
50.41038;30.546744;TOKA #488 Lypky (Lypky);2;\n        \n         Type 2 - вільний - 8.88 ₴/⚡ Type 2 Plug - зайнятий - 8.88 ₴/⚡
50.410341;30.545586;TOKA #501 Lypky (Lypky);3;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡ Type 2 Plug - вільний - 8.88 ₴/⚡
48.357616;24.410806;TOKA #494 HVOYA ();2;\n        \n         Type 2 - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
50.606466;32.387344;TOKA #495 BAT ();3;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
50.398226;30.638041;TOKA #1003 Piramida Fast Charger (м. Київ, вул. Олександра Мишуги, 4);4;\n        \n         CCS 2/CCS 1 - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡ GB/T DC - вільний - 15.99 ₴/⚡
50.410807;30.546724;TOKA #502 Lypky (Lypky);1;\n        \n         Type 2 Plug - вільний - 8.88 ₴/⚡
50.358589;30.34371;TOKA #521 OKKO Gas Station (Фастівський р-н, тг Боярська, автодорога Київське півкільце-Крюківщина-Боярка, 6 км+922 м (Тарасівка));2;\n        \n         Type 2 - невідомий - 12.99 ₴/⚡ Type 2 - невідомий - 12.99 ₴/⚡
48.363234;24.41745;TOKA #522 Westhill (урочище Вишні ,329, Поляниця, Івано-Франківська область);2;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
48.363262;24.417319;TOKA #523 Rest&Ski Apartments (570, Поляниця, Івано-Франківська область, Украина);2;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
48.363166;24.417226;TOKA #524 Rest&Ski Apartments (570, Поляниця, Івано-Франківська область, Украина);2;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
48.36313;24.417346;TOKA #525 Rest&Ski Apartments (570, Поляниця, Івано-Франківська область, Украина);2;\n        \n         Type 2 Plug - вільний - 0.00 ₴/⚡ Type 1 - вільний - 0.00 ₴/⚡
49.905452;23.943959;TOKA #530 AZUZ-KVITKA (вулиця Курортний проїзд 1 смт. Брюховичі, Львівська обл.);3;\n        \n         Type 1 - вільний - 14.99 ₴/⚡ Type 2 - вільний - 14.99 ₴/⚡ Type 2 Plug - вільний - 14.99 ₴/⚡
49.869432;24.011798;TOKA #531 AZUZ-Holosko (м. Львів, вул. Під Голоском, 2а);3;\n        \n         Type 1 - вільний - 14.99 ₴/⚡ Type 2 Plug - відключений - 14.99 ₴/⚡ Type 2 - вільний - 14.99 ₴/⚡
50.340016;30.293388;TOKA #532 Private station ();2;\n        \n         Type 2 Plug - зайнятий - 0.00 ₴/⚡ GB/T AC - вільний - 0.00 ₴/⚡
50.454325;30.611586;TOKA #1006 DOMA Center Fast Charger (вул. Будівельників, 40 м. Київ);4;\n        \n         CHAdeMO - вільний - 16.99 ₴/⚡ CCS 2/CCS 1 - вільний - 17.99 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.533448;30.606664;TOKA #989 OKKO Gas Station (вул. Милославська, 2-А, Київ);1;\n        \n         Type 2/Type 1 - зайнятий - 12.99 ₴/⚡
50.531131;30.608068;TOKA #1016 Desna Sky (м. Київ, вул. Оноре де Бальзака, 85);4;\n        \n         CCS 2 - вільний - 15.99 ₴/⚡ Type 2 Plug - зайнятий - 12.99 ₴/⚡ Type 1 - зайнятий - 12.99 ₴/⚡ GB/T DC - вільний - 15.99 ₴/⚡
46.435297;30.72623;TOKA #541 SILPO (вул. Люстдорфська дорога, 54, Одеса);2;\n        \n         Type 2 Plug - зайнятий - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡
48.411786;35.039988;TOKA #542 OKKO Gas Station (м.Дніпро, вул.Космічна, 32 А);2;\n        \n         Type 2 Plug - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.412215;30.544635;TOKA #503 Lypky (Lypky);1;\n        \n         Type 2 - вільний - 8.88 ₴/⚡
50.412;30.548173;TOKA #504 Lypky (Lypky);5;\n        \n         Type 2 Plug - невідомий - 8.88 ₴/⚡ Type 1 - невідомий - 8.88 ₴/⚡ Type 1 - невідомий - 8.88 ₴/⚡ Type 1 - невідомий - 8.88 ₴/⚡ Type 1 - невідомий - 8.88 ₴/⚡
48.733722;30.171824;TOKA #544 Umanpivo Fast Charger (Умань, вул. Дерев'янка, 21);3;\n        \n         CCS 2 - вільний - 17.99 ₴/⚡ CHAdeMO - вільний - 17.99 ₴/⚡ Type 2 Plug - вільний - 13.99 ₴/⚡
50.493341;30.468395;TOKA #545 Lider billiards Rapid Charger (вул. Семена Скляренка, 5, Київ);3;\n        \n         CHAdeMO - вільний - 15.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
46.599298;30.806681;TOKA #546 Suvorovskii NEW (м. Одеса, 1-й км. Новомиколаївської дороги);1;\n        \n         Type 2/Type 1 - невідомий - 14.99 ₴/⚡
48.733761;30.171194;TOKA #1118 Umanpivo (Умань, вул. Дерев'янка, 21);2;\n        \n         Type 2 - вільний - 13.99 ₴/⚡ Type 1 - вільний - 13.99 ₴/⚡
50.320043;31.034659;TOKA #550 OKKO Gas Station Fast Charger (Бориспільський р-н, с/р Іванківська, а/д Київ-Харків-Довжанський, 45 км+20 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.34403;30.417863;TOKA #551 OKKO Gas Station Fast Charger (Гатненская с/р, а/д М-05 Киев-Одесса, 15 км+(450-622) м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.354634;30.436243;TOKA #552 OKKO Gas Station Fast Charger (Київська обл., смт. Чабани, Одеське шосе, 12);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - зайнятий - 12.99 ₴/⚡
49.743212;24.0143;TOKA #554 OKKO Gas Station Fast Charger (вул. Стрийская, 34, Солонка, Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.604257;26.401891;TOKA #553 OKKO Gas Station Fast Charger (Рівненська обл., с. Біла Криниця, вул. Рівненська, 112);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.899099;24.144583;TOKA #555 OKKO Gas Station Fast Charger (вул. Київська, 2, Гамаліївка, Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.743095;24.014383;TOKA #556 OKKO Gas Station Fast Charger (вул. Стрийская, 34, Солонка, Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.043674;23.5104;TOKA #557 OKKO Gas Station Fast Charger (вул. Героїв Маківки, 10, Сколе , Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
48.565868;30.231049;TOKA #558 OKKO Gas Station Fast Charger (Уманський р-н, с/р Фурманська, а/д Київ-Одеса, 226 км+700 м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.604626;26.613378;TOKA #559 OKKO Gas Station Fast Charger (Горбаків, вул. Центральна, 3-А);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
48.567833;30.232394;TOKA #560 OKKO Gas Station Fast Charger (Уманський р-н, с/р Ладижинська, а/д Київ-Одеса 226 км+310 м (ліворуч));3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.604623;26.613424;TOKA #561 OKKO Gas Station Fast Charger (Горбаків, вул. Центральна, 3-А);3;\n        \n         CCS 2/GBT DC - вільний - 16.99 ₴/⚡ CCS 2/GBT DC - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
49.899031;24.144465;TOKA #562 OKKO Gas Station Fast Charger (вул. Київська, 2, Гамаліївка, Львівська обл.);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.286158;28.826948;TOKA #563 OKKO Gas Station Fast Charger (Житомирський р-н, с/р Левківська, а/д Київ-Чоп, 127км+198м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
46.575058;30.575467;TOKA #565 OKKO Gas Station Fast Charger (Біляївський р-н, с/р Нерубайська, автодорога Київ-Одеса 454 км, 1);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.35471;30.436131;TOKA #564 OKKO Gas Station Fast Charger (Київська обл., смт. Чабани, Одеське шосе, 12);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CHAdeMO - вільний - 15.99 ₴/⚡ Type 2 Plug - зайнятий - 12.99 ₴/⚡
50.286139;28.826813;TOKA #566 OKKO Gas Station Fast Charger (Житомирський р-н, с/р Левківська, а/д Київ-Чоп, 127км+198м);3;\n        \n         CCS 2/GBT DC - вільний - 16.99 ₴/⚡ CCS 2/GBT DC - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.344126;30.417697;TOKA #567 OKKO Gas Station Fast Charger (Гатненская с/р, а/д М-05 Киев-Одесса, 15 км+(450-622) м);3;\n        \n         CCS 2 - вільний - 16.99 ₴/⚡ CCS 2 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.419415;29.842269;TOKA #568 OKKO Gas Station Fast Charger (вул. Київська, 50-52, Калинівка, Київська обл.);3;\n        \n         CCS 2/GBT DC - вільний - 16.99 ₴/⚡ CCS 2/GBT DC - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 12.99 ₴/⚡
50.44397;30.426378;TOKA #584  Orly Park hotel (бульвар Вацлава Гавела, 9В, Київ);2;\n        \n         Type 2 - вільний - 12.99 ₴/⚡ Type 1 - вільний - 12.99 ₴/⚡
50.449836;30.521582;TOKA #2006 Grinchenko Fast Charger (вул. Бориса Грінченка, 1, м. Київ);4;\n        \n         CCS 2/CCS 1 - вільний - 16.99 ₴/⚡ Type 2 Plug - вільний - 14.99 ₴/⚡ Type 1 - вільний - 14.99 ₴/⚡ GB/T DC - вільний - 16.99 ₴/⚡
